age,bmi
1.9872,20.2942
2.5049,19.9496
2.9921,19.6624
3.4946,19.6624
3.982,19.7198
4.4694,19.9783
5.0025,20.2655
5.4899,20.5814
5.9926,21.0408
6.4953,21.6152
6.998,22.1321
7.4856,22.8213
7.9883,23.4818
8.5063,24.1136
8.9939,24.889
9.4966,25.5782
10.0147,26.2961
10.5022,26.9853
10.9898,27.732
11.5078,28.4786
11.9953,29.1391
12.4981,29.7996
13.0008,30.4601
13.5036,31.0057
13.9911,31.5801
14.4938,32.1832
15.0118,32.7862
15.4993,33.3031
16.002,33.8775
