sex,agemos,L,M,S,sigma,P3,P5,P10,P25,P50,P75,P85,P90,P95,P98,P99,P99_9,P99_99,pct120ofP95,Z2neg,Z1_5neg,Z1neg,Z0_5neg,Z0,Z0_5,Z1,Z1_5,Z2,Z2_5,Z3,Z3_5,Z4,Z4_5,Z5
1,113.5,-2.882593796,16.35637267,0.115406523,4.473263,13.819,14.0583,14.4606,15.2471,16.3564,17.8636,18.9403,19.834,21.5305,25.2953,27.2632,31.9369,35.3539,25.836612,13.7039,14.2134,14.8054,15.5062,16.3564,17.4219,18.8202,20.7882,24.8725,28.4077,31.4233,34.1905,36.8151,39.349,41.8212
1,114.5,-2.865311266,16.39605916,0.116113097,4.502155,13.8383,14.0794,14.4848,15.2775,16.3961,17.9166,19.0034,19.9057,21.6194,25.4085,27.3891,32.093,35.5321,25.943261,13.7224,14.2357,14.8323,15.5387,16.3961,17.4709,18.8822,20.8695,24.9829,28.541,31.5761,34.3612,37.0027,39.553,42.0412
1,115.5,-2.848204697,16.43633265,0.116808702,4.53092,13.8582,14.1011,14.5096,15.3086,16.4363,17.9702,19.0669,19.9778,21.7084,25.5217,27.515,32.2489,35.71,26.05005,13.7414,14.2586,14.8598,15.5719,16.4363,17.5205,18.9446,20.951,25.0934,28.6743,31.7287,34.5316,37.19,39.7566,42.2606
1,116.5,-2.831285052,16.47718256,0.117493042,4.559559,13.8787,14.1234,14.535,15.3402,16.4772,18.0243,19.1308,20.0502,21.7975,25.6349,27.6408,32.4046,35.8876,26.156944,13.761,14.2821,14.8879,15.6057,16.4772,17.5706,19.0074,21.0327,25.2039,28.8074,31.8811,34.7017,37.3769,39.9597,42.4796
1,117.5,-2.81456189,16.51859843,0.11816584,4.588072,13.8998,14.1463,14.561,15.3725,16.5186,18.0788,19.1952,20.1229,21.8866,25.748,27.7664,32.56,36.0648,26.263909,13.7813,14.3062,14.9166,15.64,16.5186,17.6212,19.0706,21.1145,25.3143,28.9403,32.0333,34.8715,37.5635,40.1624,42.6981
1,118.5,-2.79804347,16.56056987,0.118826835,4.616458,13.9215,14.1698,14.5876,15.4053,16.5606,18.1338,19.2599,20.1959,21.9758,25.8611,27.892,32.7152,36.2417,26.370914,13.8021,14.3309,14.9459,15.6749,16.5606,17.6724,19.1342,21.1966,25.4247,29.0731,32.1853,35.041,37.7497,40.3647,42.916
1,119.5,-2.781736856,16.60308661,0.119475785,4.644718,13.9438,14.1939,14.6148,15.4387,16.6031,18.1893,19.325,20.2692,22.0649,25.974,28.0174,32.8702,36.4182,26.477925,13.8236,14.3562,14.9758,15.7104,16.6031,17.724,19.1982,21.2787,25.535,29.2058,32.3369,35.2102,37.9354,40.5664,43.1334
1,120.5,-2.765648008,16.64613844,0.120112464,4.672851,13.9667,14.2187,14.6426,15.4727,16.6461,18.2452,19.3904,20.3427,22.1541,26.0869,28.1426,33.0248,36.5943,26.584911,13.8457,14.3821,15.0063,15.7465,16.6461,17.7761,19.2626,21.361,25.6452,29.3382,32.4883,35.379,38.1207,40.7676,43.3502
1,121.5,-2.749782197,16.68971518,0.120736656,4.700858,13.9902,14.244,14.671,15.5073,16.6897,18.3016,19.4562,20.4164,22.2432,26.1995,28.2676,33.179,36.7699,26.691841,13.8683,14.4086,15.0373,15.7831,16.6897,17.8286,19.3273,21.4433,25.7552,29.4703,32.6394,35.5473,38.3055,40.9683,43.5663
1,122.5,-2.734142443,16.73380695,0.121348181,4.728738,14.0143,14.2699,14.6999,15.5424,16.7338,18.3583,19.5223,20.4904,22.3322,26.312,28.3924,33.3329,36.9451,26.798685,13.8915,14.4357,15.069,15.8203,16.7338,17.8816,19.3923,21.5257,25.8651,29.6022,32.7901,35.7153,38.4898,41.1684,43.7818
1,123.5,-2.718732873,16.77840363,0.121946849,4.756493,14.039,14.2963,14.7295,15.578,16.7784,18.4155,19.5886,20.5645,22.4212,26.4243,28.5169,33.4864,37.1198,26.905415,13.9154,14.4633,15.1012,15.858,16.7784,17.9351,19.4577,21.6082,25.9748,29.7339,32.9404,35.8828,38.6736,41.3679,43.9966
1,124.5,-2.703555506,16.82349538,0.122532501,4.78412,14.0643,14.3234,14.7596,15.6142,16.8235,18.4731,19.6553,20.6388,22.51,26.5364,28.6411,33.6395,37.294,27.012,13.9398,14.4915,15.1339,15.8963,16.8235,17.9889,19.5233,21.6906,26.0842,29.8651,33.0903,36.0498,38.8568,41.5668,44.2108
1,125.5,-2.688611957,16.86907238,0.123104991,4.811622,14.0901,14.351,14.7903,15.651,16.8691,18.531,19.7222,20.7132,22.5987,26.6482,28.765,33.7922,37.4677,27.118413,13.9648,14.5203,15.1672,15.9351,16.8691,18.0432,19.5892,21.7731,26.1934,29.9961,33.2398,36.2163,39.0394,41.765,44.4242
1,126.5,-2.673903164,16.91512487,0.123664186,4.838997,14.1165,14.3792,14.8215,15.6883,16.9151,18.5893,19.7894,20.7878,22.6872,26.7598,28.8886,33.9444,37.6408,27.224627,13.9903,14.5497,15.2011,15.9744,16.9151,18.0979,19.6554,21.8555,26.3024,30.1267,33.3889,36.3823,39.2215,41.9626,44.6369
1,127.5,-2.659429443,16.96164317,0.124209969,4.866245,14.1435,14.408,14.8533,15.7261,16.9616,18.6479,19.8568,20.8624,22.7755,26.871,29.0119,34.0961,37.8133,27.330616,14.0165,14.5796,15.2355,16.0142,16.9616,18.153,19.7218,21.9379,26.4111,30.2569,33.5374,36.5477,39.4029,42.1594,44.8488
1,128.5,-2.645190534,17.00861766,0.124742239,4.893368,14.1711,14.4373,14.8856,15.7644,17.0086,18.7069,19.9244,20.9372,22.8636,26.982,29.1347,34.2473,37.9853,27.436353,14.0432,14.6101,15.2704,16.0545,17.0086,18.2084,19.7885,22.0202,26.5195,30.3867,33.6855,36.7126,39.5837,42.3556,45.06
1,129.5,-2.631185649,17.05603879,0.125260905,4.920363,14.1992,14.4671,14.9184,15.8032,17.056,18.7662,19.9922,21.012,22.9515,27.0926,29.2572,34.398,38.1566,27.541814,14.0704,14.6411,15.3059,16.0953,17.056,18.2642,19.8553,22.1025,26.6275,30.5161,33.8331,36.8769,39.7638,42.551,45.2703
1,130.5,-2.617413511,17.10389705,0.125765895,4.947233,14.2278,14.4976,14.9518,15.8425,17.1039,18.8258,20.0602,21.0869,23.0391,27.2028,29.3793,34.5481,38.3272,27.646975,14.0982,14.6727,15.3419,16.1366,17.1039,18.3204,19.9224,22.1846,26.7352,30.6451,33.9802,37.0406,39.9433,42.7457,45.4798
1,131.5,-2.603872392,17.15218302,0.126257147,4.973976,14.257,14.5285,14.9858,15.8824,17.1522,18.8857,20.1284,21.1618,23.1265,27.3127,29.5009,34.6977,38.4973,27.751811,14.1266,14.7048,15.3784,16.1784,17.1522,18.3769,19.9897,22.2666,26.8426,30.7735,34.1267,37.2036,40.122,42.9395,45.6885
1,132.5,-2.590560148,17.20088732,0.126734613,5.000593,14.2868,14.56,15.0202,15.9227,17.2009,18.9459,20.1967,21.2368,23.2136,27.4222,29.6221,34.8467,38.6666,27.8563,14.1555,14.7374,15.4154,16.2207,17.2009,18.4337,20.0571,22.3485,26.9495,30.9015,34.2726,37.366,40.3,43.1326,45.8963
1,133.5,-2.577474253,17.25000062,0.12719826,5.027083,14.3171,14.592,15.0552,15.9635,17.25,19.0063,20.2651,21.3118,23.3004,27.5313,29.7428,34.9951,38.8352,27.960421,14.185,14.7705,15.4529,16.2634,17.25,18.4908,20.1246,22.4302,27.0561,31.029,34.418,37.5278,40.4773,43.3249,46.1032
1,134.5,-2.564611831,17.29951367,0.127648067,5.053447,14.3479,14.6246,15.0907,16.0047,17.2995,19.0671,20.3337,21.3867,23.3868,27.6399,29.863,35.1429,39.0031,28.06415,14.215,14.8042,15.4909,16.3066,17.2995,18.5483,20.1924,22.5117,27.1622,31.156,34.5627,37.6888,40.6538,43.5164,46.3092
1,135.5,-2.551969684,17.34941726,0.128084023,5.079684,14.3792,14.6576,15.1266,16.0465,17.3494,19.128,20.4024,21.4616,23.4729,27.7481,29.9828,35.29,39.1703,28.167469,14.2455,14.8384,15.5294,16.3502,17.3494,18.606,20.2602,22.593,27.2679,31.2824,34.7069,37.8492,40.8296,43.707,46.5144
1,136.5,-2.539539972,17.39970308,0.128506192,5.105795,14.4111,14.6912,15.1631,16.0886,17.3997,19.1892,20.4712,21.5366,23.5586,27.8558,30.102,35.4365,39.3367,28.270358,14.2766,14.8731,15.5684,16.3943,17.3997,18.664,20.3282,22.6742,27.3732,31.4083,34.8503,38.0088,41.0045,43.8967,46.7185
1,137.5,-2.527325681,17.45036072,0.128914497,5.13178,14.4435,14.7253,15.2001,16.1313,17.4504,19.2507,20.5401,21.6114,23.644,27.963,30.2206,35.5823,39.5024,28.372796,14.3081,14.9083,15.6078,16.4388,17.4504,18.7224,20.3963,22.7551,27.478,31.5336,34.9932,38.1677,41.1787,44.0856,46.9218
1,138.5,-2.515320235,17.50138161,0.129309001,5.157638,14.4764,14.7599,15.2375,16.1743,17.5014,19.3123,20.6091,21.6862,23.729,28.0697,30.3388,35.7274,39.6673,28.474766,14.3402,14.944,15.6477,16.4837,17.5014,18.7809,20.4644,22.8358,27.5822,31.6584,35.1353,38.3259,41.352,44.2736,47.124
1,139.5,-2.503519447,17.55275674,0.129689741,5.18337,14.5098,14.795,15.2754,16.2178,17.5528,19.3742,20.6781,21.7609,23.8135,28.176,30.4563,35.8719,39.8314,28.57625,14.3728,14.9801,15.6881,16.5291,17.5528,18.8397,20.5327,22.9162,27.686,31.7825,35.2768,38.4833,41.5245,44.4607,47.3253
1,140.5,-2.491918934,17.60447714,0.130056765,5.208976,14.5437,14.8305,15.3138,16.2618,17.6045,19.4362,20.7472,21.8355,23.8977,28.2817,30.5733,36.0156,39.9946,28.677232,14.4059,15.0168,15.7289,16.5748,17.6045,18.8988,20.601,22.9964,27.7893,31.906,35.4176,38.6399,41.6962,44.6468,47.5256
1,141.5,-2.480514136,17.6565339,0.130410133,5.234455,14.578,14.8666,15.3527,16.3061,17.6565,19.4985,20.8163,21.9101,23.9814,28.3868,30.6896,36.1586,40.1571,28.777694,14.4394,15.0539,15.7701,16.621,17.6565,18.9581,20.6694,23.0762,27.8921,32.0289,35.5577,38.7957,41.8669,44.832,47.7249
1,142.5,-2.469300331,17.70891811,0.130749913,5.259808,14.6129,14.9031,15.3919,16.3509,17.7089,19.5609,20.8855,21.9845,24.0647,28.4915,30.8054,36.3008,40.3187,28.877623,14.4735,15.0915,15.8118,16.6675,17.7089,19.0176,20.7378,23.1558,27.9943,32.1512,35.697,38.9507,42.0368,45.0163,47.9232
1,143.5,-2.458272656,17.76162094,0.131076187,5.285034,14.6482,14.94,15.4317,16.396,17.7616,19.6234,20.9547,22.0588,24.1475,28.5955,30.9205,36.4423,40.4795,28.977003,14.508,15.1295,15.8539,16.7145,17.7616,19.0774,20.8063,23.2351,28.096,32.2728,35.8356,39.105,42.2058,45.1996,48.1204
1,144.5,-2.447426113,17.81463359,0.131389042,5.310134,14.684,14.9774,15.4719,16.4416,17.8146,19.6861,21.0239,22.1329,24.2298,28.699,31.0351,36.5831,40.6394,29.07582,14.543,15.168,15.8965,16.7618,17.8146,19.1373,20.8748,23.3141,28.1971,32.3937,35.9735,39.2583,42.374,45.3819,48.3166
1,145.5,-2.436755595,17.86794729,0.131688579,5.335108,14.7202,15.0153,15.5125,16.4875,17.8679,19.749,21.093,22.2069,24.3117,28.8019,31.1489,36.723,40.7984,29.174061,14.5785,15.2069,15.9394,16.8095,17.8679,19.1975,20.9433,23.3928,28.2976,32.514,36.1106,39.4109,42.5412,45.5633,48.5118
1,146.5,-2.426255887,17.92155332,0.131974905,5.359955,14.7569,15.0536,15.5535,16.5338,17.9216,19.812,21.1622,22.2807,24.3931,28.9041,31.2622,36.8622,40.9566,29.271715,14.6144,15.2463,15.9828,16.8575,17.9216,19.2578,21.0118,23.4711,28.3975,32.6335,36.2469,39.5626,42.7074,45.7436,48.7059
1,147.5,-2.415921689,17.97544299,0.132248138,5.384676,14.7941,15.0924,15.5949,16.5805,17.9754,19.8751,21.2313,22.3544,24.474,29.0058,31.3747,37.0006,41.1139,29.368769,14.6508,15.2861,16.0265,16.9059,17.9754,19.3183,21.0803,23.549,28.4969,32.7524,36.3824,39.7134,42.8728,45.923,48.8989
1,148.5,-2.405747619,18.02960765,0.132508403,5.40927,14.8316,15.1315,15.6368,16.6275,18.0296,19.9384,21.3004,22.4279,24.5543,29.1069,31.4866,37.1382,41.2702,29.465212,14.6876,15.3263,16.0707,16.9546,18.0296,19.379,21.1487,23.6267,28.5956,32.8706,36.5172,39.8634,43.0372,46.1013,49.0908
1,149.5,-2.395728233,18.08403868,0.132755834,5.433738,14.8696,15.1711,15.679,16.6749,18.084,20.0017,21.3695,22.5012,24.6342,29.2073,31.5978,37.275,41.4257,29.561035,14.7248,15.3669,16.1152,17.0037,18.084,19.4398,21.2172,23.7039,28.6937,32.9881,36.6512,40.0125,43.2006,46.2786,49.2817
1,150.5,-2.385858029,18.1387275,0.132990575,5.45808,14.908,15.2111,15.7217,16.7227,18.1387,20.0651,21.4385,22.5743,24.7135,29.3072,31.7083,37.4109,41.5803,29.656228,14.7625,15.4079,16.1601,17.0531,18.1387,19.5008,21.2856,23.7808,28.7913,33.1048,36.7843,40.1607,43.3631,46.4549,49.4714
1,151.5,-2.376131459,18.19366555,0.133212776,5.482295,14.9469,15.2515,15.7647,16.7707,18.1937,20.1287,21.5075,22.6472,24.7923,29.4063,31.8182,37.546,41.7339,29.750783,14.8005,15.4493,16.2053,17.1028,18.1937,19.5619,21.354,23.8573,28.8881,33.2208,36.9167,40.3081,43.5247,46.6302,49.66
1,152.5,-2.366542942,18.24884431,0.133422595,5.506384,14.9861,15.2923,15.8081,16.8191,18.2488,20.1923,21.5764,22.7199,24.8706,29.5049,31.9273,37.6803,41.8866,29.844691,14.839,15.4911,16.2509,17.1528,18.2488,19.6231,21.4223,23.9334,28.9844,33.3361,37.0482,40.4545,43.6852,46.8044,49.8476
1,153.5,-2.357086871,18.3042553,0.133620197,5.530347,15.0257,15.3335,15.8518,16.8679,18.3043,20.2559,21.6452,22.7924,24.9483,29.6027,32.0357,37.8138,42.0383,29.937946,14.8779,15.5333,16.2969,17.2031,18.3043,19.6845,21.4906,24.0091,29.08,33.4507,37.1789,40.6,43.8448,46.9775,50.034
1,154.5,-2.347757625,18.35989003,0.133805756,5.554183,15.0657,15.375,15.896,16.9169,18.3599,20.3197,21.7139,22.8646,25.0255,29.7,32.1434,37.9464,42.1892,30.030542,14.9171,15.5758,16.3431,17.2537,18.3599,19.746,21.5588,24.0844,29.175,33.5645,37.3088,40.7446,44.0034,47.1496,50.2192
1,155.5,-2.338549576,18.41574009,0.133979452,5.577893,15.1061,15.4169,15.9404,16.9662,18.4157,20.3835,21.7825,22.9367,25.1021,29.7965,32.2504,38.0782,42.339,30.122473,14.9568,15.6187,16.3898,17.3046,18.4157,19.8076,21.6269,24.1593,29.2693,33.6776,37.4378,40.8883,44.1611,47.3207,50.4034
1,156.5,-2.3294571,18.47179706,0.13414147,5.601476,15.1468,15.4592,15.9852,17.0158,18.4718,20.4473,21.851,23.0084,25.1781,29.8924,32.3567,38.2091,42.488,30.213734,14.9968,15.6619,16.4367,17.3558,18.4718,19.8693,21.695,24.2338,29.363,33.7899,37.566,41.0311,44.3177,47.4907,50.5864
1,157.5,-2.320474586,18.52805255,0.134292005,5.624933,15.1879,15.5018,16.0303,17.0657,18.5281,20.5112,21.9195,23.0799,25.2536,29.9877,32.4622,38.3392,42.636,30.304321,15.0372,15.7055,16.4839,17.4072,18.5281,19.9311,21.7629,24.3079,29.456,33.9014,37.6934,41.173,44.4733,47.6596,50.7683
1,158.5,-2.311596446,18.5844982,0.134431256,5.648263,15.2294,15.5447,16.0758,17.1159,18.5845,20.5751,21.9878,23.1512,25.3285,30.0822,32.5671,38.4684,42.783,30.394232,15.0779,15.7494,16.5315,17.4589,18.5845,19.9929,21.8308,24.3815,29.5483,34.0122,37.8199,41.314,44.628,47.8275,50.9491
1,159.5,-2.302817124,18.64112567,0.134559427,5.671468,15.2712,15.588,16.1215,17.1664,18.6411,20.639,22.056,23.2222,25.4029,30.1761,32.6712,38.5967,42.929,30.483463,15.1189,15.7937,16.5793,17.5108,18.6411,20.0549,21.8985,24.4548,29.64,34.1222,37.9456,41.454,44.7816,47.9943,51.1287
1,160.5,-2.294131107,18.69792663,0.134676731,5.694545,15.3133,15.6316,16.1676,17.2171,18.6979,20.703,22.124,23.293,25.4767,30.2693,32.7745,38.7242,43.0741,30.572013,15.1603,15.8382,16.6274,17.563,18.6979,20.1169,21.9662,24.5276,29.7311,34.2315,38.0704,41.5931,44.9343,48.16,51.3072
1,161.5,-2.285532933,18.75489278,0.134783385,5.717497,15.3557,15.6755,16.2139,17.268,18.7549,20.7669,22.1919,23.3634,25.5499,30.3619,32.8772,38.8508,43.2183,30.659881,15.202,15.8831,16.6758,17.6154,18.7549,20.1789,22.0337,24.5999,29.8214,34.34,38.1944,41.7313,45.0859,48.3246,51.4845
1,162.5,-2.277017201,18.81201584,0.134879611,5.740322,15.3984,15.7197,16.2605,17.3192,18.812,20.8309,22.2597,23.4336,25.6226,30.4537,32.9791,38.9765,43.3615,30.747067,15.2441,15.9282,16.7245,17.6681,18.812,20.2411,22.1011,24.6719,29.9112,34.4478,38.3175,41.8685,45.2366,48.4882,51.6607
1,163.5,-2.268578584,18.86928753,0.134965637,5.76302,15.4415,15.7642,16.3074,17.3706,18.8693,20.8949,22.3274,23.5035,25.6946,30.5449,33.0803,39.1014,43.5037,30.833571,15.2864,15.9736,16.7734,17.7209,18.8693,20.3032,22.1684,24.7434,30.0002,34.5548,38.4398,42.0049,45.3862,48.6507,51.8357
1,164.5,-2.260211837,18.92669959,0.135041695,5.785593,15.4848,15.809,16.3546,17.4223,18.9267,20.9588,22.3949,23.5732,25.7662,30.6354,33.1807,39.2255,43.645,30.919395,15.329,16.0193,16.8225,17.774,18.9267,20.3654,22.2356,24.8144,30.0886,34.661,38.5613,42.1403,45.5349,48.8121,52.0096
1,165.5,-2.251911809,18.98424378,0.135108024,5.808038,15.5284,15.854,16.402,17.4741,18.9842,21.0227,22.4622,23.6425,25.8371,30.7253,33.2804,39.3486,43.7853,31.004542,15.3719,16.0653,16.8719,17.8272,18.9842,20.4277,22.3026,24.8851,30.1763,34.7664,38.6819,42.2748,45.6825,48.9725,52.1824
1,166.5,-2.243673453,19.04191185,0.135164867,5.830358,15.5723,15.8993,16.4497,17.5262,19.0419,21.0866,22.5294,23.7116,25.9075,30.8145,33.3794,39.471,43.9247,31.089013,15.4151,16.1115,16.9216,17.8806,19.0419,20.4899,22.3694,24.9553,30.2634,34.8712,38.8016,42.4083,45.8292,49.1318,52.354
1,167.5,-2.235491842,19.09969557,0.135212469,5.852551,15.6164,15.9449,16.4976,17.5784,19.0997,21.1505,22.5964,23.7804,25.9773,30.903,33.4777,39.5924,44.0631,31.172813,15.4585,16.158,16.9714,17.9342,19.0997,20.5522,22.4362,25.025,30.3498,34.9751,38.9205,42.541,45.9748,49.29,52.5245
1,168.5,-2.227362173,19.15758672,0.135251083,5.874618,15.6608,15.9907,16.5457,17.6309,19.1576,21.2143,22.6633,23.8489,26.0466,30.9908,33.5752,39.713,44.2006,31.255947,15.5022,16.2047,17.0215,17.988,19.1576,20.6145,22.5027,25.0943,30.4356,35.0783,39.0386,42.6727,46.1195,49.4472,52.6939
1,169.5,-2.21927979,19.21557707,0.135280963,5.896558,15.7054,16.0367,16.594,17.6835,19.2156,21.2781,22.7299,23.9171,26.1153,31.078,33.6721,39.8328,44.3371,31.338419,15.5461,16.2516,17.0717,18.042,19.2156,20.6768,22.5691,25.1632,30.5207,35.1808,39.1559,42.8035,46.2632,49.6033,52.8622
1,170.5,-2.211240187,19.27365839,0.135302371,5.918372,15.7502,16.0829,16.6425,17.7362,19.2737,21.3419,22.7964,23.985,26.1835,31.1646,33.7682,39.9517,44.4727,31.420235,15.5903,16.2987,17.1221,18.0961,19.2737,20.7391,22.6354,25.2317,30.6052,35.2825,39.2723,42.9334,46.4059,49.7584,53.0293
1,171.5,-2.203239029,19.33182247,0.135315568,5.940059,15.7952,16.1293,16.6913,17.7892,19.3318,21.4055,22.8628,24.0526,26.2512,31.2504,33.8637,40.0698,44.6073,31.501404,15.6346,16.346,17.1728,18.1503,19.3318,20.8014,22.7015,25.2997,30.689,35.3835,39.3879,43.0624,46.5477,49.9124,53.1953
1,172.5,-2.195272161,19.39006106,0.135320824,5.96162,15.8405,16.176,16.7402,17.8422,19.3901,21.4692,22.9289,24.1199,26.3183,31.3357,33.9584,40.1871,44.7411,31.581931,15.6792,16.3936,17.2235,18.2047,19.3901,20.8636,22.7674,25.3673,30.7722,35.4837,39.5027,43.1906,46.6884,50.0654,53.3602
1,173.5,-2.187335625,19.44836594,0.135318407,5.983055,15.8859,16.2228,16.7892,17.8955,19.4484,21.5327,22.9948,24.1869,26.3849,31.4203,34.0524,40.3035,44.8739,31.661826,15.724,16.4413,17.2745,18.2591,19.4484,20.9258,22.8331,25.4344,30.8548,35.5833,39.6167,43.3178,46.8283,50.2174,53.524
1,174.5,-2.179425674,19.50672885,0.135308594,6.004363,15.9316,16.2698,16.8385,17.9488,19.5067,21.5962,23.0606,24.2536,26.4509,31.5043,34.1458,40.4192,45.0058,31.741097,15.7689,16.4891,17.3256,18.3137,19.5067,20.9881,22.8987,25.5012,30.9368,35.6821,39.7298,43.4442,46.9671,50.3683,53.6867
1,175.5,-2.171538789,19.56514153,0.135291662,6.025545,15.9773,16.317,16.8879,18.0023,19.5651,21.6596,23.1262,24.32,26.5165,31.5877,34.2385,40.534,45.1368,31.819756,15.8141,16.5372,17.3768,18.3684,19.5651,21.0502,22.9641,25.5675,31.0182,35.7802,39.8422,43.5697,47.105,50.5183,53.8484
1,176.5,-2.163671689,19.62359571,0.135267891,6.046601,16.0233,16.3643,16.9374,18.0558,19.6236,21.7229,23.1916,24.3862,26.5815,31.6705,34.3305,40.648,45.2669,31.897812,15.8593,16.5854,17.4281,18.4232,19.6236,21.1124,23.0293,25.6334,31.0989,35.8776,39.9539,43.6943,47.242,50.6672,54.0089
1,177.5,-2.155821357,19.6820831,0.135237567,6.06753,16.0694,16.4117,16.9871,18.1095,19.6821,21.7862,23.2568,24.452,26.6461,31.7526,34.4219,40.7612,45.3961,31.975277,15.9048,16.6337,17.4796,18.4781,19.6821,21.1744,23.0944,25.699,31.1791,35.9743,40.0647,43.8181,47.3781,50.8151,54.1684
1,178.5,-2.147985046,19.74059538,0.135200976,6.088333,16.1156,16.4593,17.0368,18.1632,19.7406,21.8493,23.3218,24.5175,26.7101,31.8342,34.5126,40.8737,45.5245,32.052164,15.9503,16.6821,17.5312,18.5331,19.7406,21.2365,23.1592,25.7641,31.2587,36.0704,40.1748,43.941,47.5133,50.962,54.3268
1,179.5,-2.140160305,19.7991242,0.135158409,6.109009,16.162,16.507,17.0867,18.217,19.7991,21.9124,23.3866,24.5828,26.7737,31.9152,34.6027,40.9854,45.652,32.128486,15.996,16.7307,17.5828,18.5881,19.7991,21.2984,23.2239,25.8288,31.3378,36.1658,40.2841,44.0632,47.6475,51.108,54.4842
1,180.5,-2.132344989,19.85766121,0.135110159,6.129559,16.2084,16.5548,17.1367,18.2709,19.8577,21.9753,23.4512,24.6478,26.8369,31.9956,34.6922,41.0964,45.7786,32.204256,16.0419,16.7793,17.6346,18.6431,19.8577,21.3603,23.2884,25.8932,31.4163,36.2605,40.3927,44.1845,47.7809,51.253,54.6406
1,181.5,-2.124537282,19.916198,0.135056522,6.149983,16.255,16.6027,17.1868,18.3249,19.9162,22.0382,23.5156,24.7125,26.8996,32.0755,34.7811,41.2066,45.9045,32.27949,16.0878,16.8281,17.6864,18.6983,19.9162,21.4221,23.3527,25.9571,31.4942,36.3546,40.5006,44.305,47.9133,51.397,54.7959
1,182.5,-2.116735712,19.97472615,0.134997797,6.17028,16.3017,16.6507,17.2369,18.3789,19.9747,22.1009,23.5798,24.7769,26.9618,32.1549,34.8694,41.3161,46.0294,32.354204,16.1338,16.8769,17.7383,18.7534,19.9747,21.4839,23.4168,26.0208,31.5717,36.4481,40.6077,44.4247,48.045,51.5402,54.9502
1,183.5,-2.108939167,20.03323719,0.134934285,6.190451,16.3484,16.6988,17.2871,18.4329,20.0332,22.1635,23.6438,24.841,27.0237,32.2337,34.9571,41.4248,46.1536,32.428413,16.1798,16.9258,17.7902,18.8086,20.0332,21.5456,23.4807,26.084,31.6486,36.5409,40.7142,44.5436,48.1757,51.6823,55.1036
1,184.5,-2.10114692,20.09172262,0.134866291,6.210495,16.3952,16.7469,17.3373,18.487,20.0917,22.226,23.7076,24.9049,27.0851,32.312,35.0442,41.5329,46.277,32.502135,16.226,16.9747,17.8422,18.8638,20.0917,21.6071,23.5444,26.1469,31.725,36.6332,40.8199,44.6618,48.3056,51.8236,55.2559
1,185.5,-2.093358637,20.15017387,0.134794121,6.230413,16.442,16.795,17.3876,18.541,20.1502,22.2884,23.7712,24.9685,27.1462,32.3898,35.1308,41.6403,46.3996,32.575388,16.2722,17.0237,17.8942,18.919,20.1502,21.6686,23.6079,26.2095,31.8009,36.7248,40.925,44.7792,48.4348,51.964,55.4073
1,186.5,-2.085574403,20.20858236,0.134718085,6.250205,16.4889,16.8432,17.4379,18.5951,20.2086,22.3506,23.8346,25.0318,27.2068,32.4671,35.2168,41.747,46.5214,32.64819,16.3184,17.0728,17.9462,18.9742,20.2086,21.73,23.6713,26.2717,31.8764,36.8159,41.0294,44.8959,48.563,52.1035,55.5578
1,187.5,-2.077794735,20.26693944,0.134638494,6.26987,16.5358,16.8915,17.4883,18.6492,20.2669,22.4127,23.8978,25.0949,27.2671,32.544,35.3023,41.853,46.6425,32.720563,16.3647,17.1218,17.9983,19.0293,20.2669,21.7913,23.7344,26.3336,31.9514,36.9065,41.1333,45.0118,48.6905,52.2422,55.7073
1,188.5,-2.070020599,20.32523642,0.134555663,6.289409,16.5828,16.9397,17.5386,18.7032,20.3252,22.4747,23.9608,25.1577,27.3271,32.6204,35.3873,41.9585,46.7628,32.792525,16.411,17.1709,18.0503,19.0845,20.3252,21.8524,23.7974,26.3953,32.0259,36.9965,41.2364,45.1271,48.8173,52.38,55.8559
1,189.5,-2.062253431,20.38346455,0.13446991,6.308822,16.6297,16.9879,17.5889,18.7572,20.3835,22.5365,24.0236,25.2203,27.3867,32.6964,35.4718,42.0633,46.8825,32.864099,16.4573,17.2199,18.1023,19.1396,20.3835,21.9135,23.8602,26.4566,32.1001,37.086,41.339,45.2417,48.9433,52.5169,56.0036
1,190.5,-2.054495145,20.44161501,0.134381553,6.328108,16.6766,17.0361,17.6392,18.8112,20.4416,22.5982,24.0862,25.2827,27.4461,32.772,35.5559,42.1675,47.0014,32.935306,16.5036,17.269,18.1543,19.1947,20.4416,21.9744,23.9227,26.5176,32.1738,37.175,41.441,45.3556,49.0685,52.6531,56.1504
1,191.5,-2.046748156,20.49967894,0.134290916,6.347268,16.7235,17.0843,17.6895,18.8651,20.4997,22.6598,24.1486,25.3448,27.5051,32.8471,35.6395,42.2711,47.1197,33.00617,16.5498,17.318,18.2062,19.2497,20.4997,22.0352,23.9851,26.5784,32.2472,37.2635,41.5424,45.4689,49.193,52.7885,56.2964
1,192.5,-2.039015385,20.5576474,0.134198323,6.366301,16.7704,17.1325,17.7397,18.919,20.5576,22.7211,24.2109,25.4067,27.5639,32.9219,35.7227,42.3742,47.2373,33.076714,16.596,17.367,18.2581,19.3046,20.5576,22.0958,24.0473,26.639,32.3202,37.3515,41.6433,45.5815,49.3168,52.9231,56.4415
