sex,agemos,L,M,S,sigma,P3,P5,P10,P25,P50,P75,P85,P90,P95,P98,P99,P99_9,P99_99,pct120ofP95,Z2neg,Z1_5neg,Z1neg,Z0_5neg,Z0,Z0_5,Z1,Z1_5,Z2,Z2_5,Z3,Z3_5,Z4,Z4_5,Z5
1,33.5,-1.506902601,16.11933258,0.073846139,1.75243,14.2095,14.418,14.7545,15.3635,16.1193,16.9759,17.485,17.8522,18.4336,19.9085,20.6795,22.5104,23.849,22.120357,14.107,14.5498,15.0293,15.5504,16.1193,16.7435,17.432,18.1962,19.7429,21.1278,22.3092,23.3933,24.4215,25.4142,26.3827
1,34.5,-1.471770047,16.07842758,0.07339337,1.791433,14.1797,14.3875,14.7226,15.3282,16.0784,16.9265,17.4293,17.7914,18.364,19.8717,20.6598,22.5315,23.8999,22.0368,14.0775,14.5188,14.996,15.5139,16.0784,16.6966,17.377,18.1303,19.7024,21.1182,22.3258,23.434,24.4851,25.4999,26.4899
1,35.5,-1.442628957,16.03875896,0.072989551,1.830309,14.1506,14.3577,14.6914,15.2938,16.0388,16.8791,17.3764,17.7341,18.299,19.8394,20.6446,22.5569,23.955,21.958744,14.0488,14.4885,14.9635,15.4783,16.0388,16.6515,17.3247,18.0685,19.6664,21.1129,22.3468,23.479,24.5529,25.5897,26.6012
1,36.5,-1.419991255,16.00030401,0.072634432,1.869059,14.1222,14.3285,14.6609,15.2602,16.0003,16.8338,17.3263,17.6802,18.2384,19.8115,20.6337,22.5865,24.0142,21.8861,14.0207,14.4588,14.9316,15.4436,16.0003,16.6082,17.2751,18.0108,19.6348,21.1119,22.3719,23.5281,24.6248,25.6835,26.7165
1,37.5,-1.404277619,15.96304277,0.072327649,1.907683,14.0945,14.3,14.631,15.2273,15.963,16.7905,17.2789,17.6296,18.1823,19.7879,20.6271,22.6202,24.0775,21.818777,13.9934,14.4298,14.9004,15.4098,15.963,16.5666,17.2282,17.957,19.6075,21.1152,22.4012,23.5813,24.7006,25.7813,26.8356
1,38.5,-1.39586317,15.92695418,0.07206864,1.94618,14.0676,14.2722,14.6017,15.1952,15.927,16.7492,17.2342,17.5823,18.1306,19.7685,20.6247,22.6581,24.1447,21.756687,13.9668,14.4014,14.87,15.3767,15.927,16.5268,17.1838,17.9071,19.5846,21.1226,22.4346,23.6386,24.7804,25.8829,26.9585
1,39.5,-1.394935252,15.89202582,0.071856805,1.984551,14.0413,14.2451,14.5732,15.1639,15.892,16.7099,17.1921,17.5382,18.0831,19.7534,20.6264,22.6999,24.2158,21.699736,13.941,14.3738,14.8402,15.3446,15.892,16.4887,17.1421,17.861,19.5658,21.1342,22.472,23.6997,24.8641,25.9883,27.085
1,40.5,-1.401671596,15.85824093,0.071691278,2.022795,14.0158,14.2187,14.5453,15.1334,15.8582,16.6725,17.1527,17.4973,18.0399,19.7423,20.6322,22.7456,24.2908,21.647834,13.9159,14.3468,14.8111,15.3132,15.8582,16.4523,17.1028,17.8187,19.5511,21.1497,22.5134,23.7647,24.9515,26.0973,27.2153
1,41.5,-1.416100312,15.82558822,0.071571093,2.060913,13.9911,14.193,14.518,15.1036,15.8256,16.637,17.1158,17.4594,18.0007,19.7353,20.6419,22.7951,24.3694,21.600891,13.8917,14.3205,14.7827,15.2827,15.8256,16.4176,17.0661,17.7801,19.5405,21.1692,22.5586,23.8334,25.0426,26.2101,27.3491
1,42.5,-1.438164899,15.79405728,0.071495113,2.098905,13.9671,14.168,14.4915,15.0746,15.7941,16.6034,17.0813,17.4246,17.9657,19.7322,20.6555,22.8485,24.4518,21.558815,13.8682,14.2948,14.755,15.253,15.7941,16.3845,17.0317,17.7451,19.5338,21.1926,22.6075,23.9059,25.1374,26.3263,27.4863
1,43.5,-1.467669032,15.76364255,0.071462106,2.13677,13.9438,14.1437,14.4657,15.0463,15.7636,16.5717,17.0494,17.3928,17.9346,19.7329,20.673,22.9055,24.5377,21.521512,13.8455,14.2699,14.728,15.2241,15.7636,16.3529,16.9998,17.7136,19.531,21.2197,22.6602,23.982,25.2357,26.4461,27.627
1,44.5,-1.504376347,15.73433668,0.071470646,2.174509,13.9213,14.1201,14.4405,15.0189,15.7343,16.5418,17.0199,17.3639,17.9074,19.7375,20.6942,22.9661,24.6271,21.488892,13.8235,14.2457,14.7017,15.1961,15.7343,16.323,16.9702,17.6857,19.532,21.2505,22.7164,24.0616,25.3375,26.5692,27.771
1,45.5,-1.547942838,15.70613566,0.071519218,2.212122,13.8996,14.0972,14.416,14.9922,15.7061,16.5136,16.9927,17.338,17.8841,19.7458,20.719,23.0302,24.72,21.460862,13.8024,14.2222,14.6761,15.1689,15.7061,16.2947,16.9429,17.6611,19.5367,21.285,22.7763,24.1447,25.4426,26.6957,27.9182
1,46.5,-1.597896397,15.67904062,0.071606277,2.249608,13.8786,14.0751,14.3923,14.9663,15.679,16.4873,16.9679,17.3148,17.8644,19.7578,20.7474,23.0978,24.8163,21.437328,13.782,14.1994,14.6513,15.1425,15.679,16.2679,16.9179,17.6399,19.5451,21.323,22.8396,24.2312,25.5511,26.8254,28.0687
1,47.5,-1.653732283,15.65305192,0.071730167,2.286968,13.8583,14.0537,14.3693,14.9412,15.6531,16.4626,16.9453,17.2943,17.8485,19.7733,20.7794,23.1688,24.9158,21.418195,13.7623,14.1773,14.6272,15.1171,15.6531,16.2426,16.895,17.622,19.5571,21.3645,22.9062,24.321,25.6628,26.9583,28.2222
1,48.5,-1.714869347,15.62817269,0.071889214,2.324201,13.8388,14.033,14.347,14.9169,15.6282,16.4397,16.925,17.2766,17.8361,19.7922,20.8147,23.243,25.0185,21.403371,13.7434,14.1559,14.6038,15.0925,15.6282,16.2189,16.8744,17.6072,19.5726,21.4094,22.9762,24.414,25.7777,27.0942,28.3787
1,49.5,-1.780673181,15.604408,0.072081737,2.361308,13.8199,14.013,14.3254,14.8935,15.6044,16.4185,16.9069,17.2615,17.8273,19.8146,20.8534,23.3205,25.1243,21.392759,13.7252,14.1352,14.5812,15.0687,15.6044,16.1966,16.8559,17.5956,19.5914,21.4576,23.0494,24.5102,25.8956,27.2332,28.5382
1,50.5,-1.850468473,15.58176458,0.072306081,2.398288,13.8018,13.9937,14.3045,14.8709,15.5818,16.3989,16.8909,17.249,17.8219,19.8403,20.8954,23.4011,25.2332,21.386264,13.7077,14.1153,14.5594,15.0459,15.5818,16.1759,16.8395,17.587,19.6136,21.509,23.1258,24.6094,26.0166,27.3751,28.7005
1,51.5,-1.923551865,15.56025067,0.072560637,2.435143,13.7844,13.9751,14.2844,14.8492,15.5603,16.381,16.877,17.239,17.8198,19.8693,20.9406,23.4848,25.345,21.38379,13.6909,14.0961,14.5384,15.024,15.5603,16.1566,16.8251,17.5815,19.6391,21.5636,23.2053,24.7117,26.1404,27.5198,28.8656
1,52.5,-1.999220429,15.5398746,0.07284384,2.47187,13.7676,13.9572,14.2651,14.8284,15.5399,16.3647,16.8652,17.2315,17.821,19.9014,20.9889,23.5715,25.4597,21.385243,13.6747,14.0776,14.5182,15.003,15.5399,16.1388,16.8127,17.5788,19.6678,21.6213,23.2877,24.8168,26.2671,27.6673,29.0334
1,53.5,-2.076707178,15.52064993,0.073154324,2.508472,13.7515,13.94,14.2465,14.8084,15.5206,16.35,16.8554,17.2263,17.8254,19.9366,21.0402,23.661,25.5772,21.390523,13.6592,14.0598,14.4988,14.983,15.5206,16.1224,16.8023,17.579,19.6995,21.682,23.373,24.9248,26.3966,27.8175,29.2039
1,54.5,-2.155348017,15.50258427,0.073490667,2.544947,13.7361,13.9235,14.2287,14.7894,15.5026,16.3369,16.8476,17.2235,17.8329,19.9748,21.0944,23.7534,25.6974,21.399537,13.6443,14.0427,14.4803,14.9639,15.5026,16.1076,16.7939,17.5819,19.7343,21.7456,23.4612,25.0355,26.5287,27.9703,29.3768
1,55.5,-2.234438552,15.48568973,0.073851672,2.581295,13.7212,13.9077,14.2116,14.7713,15.4857,16.3254,16.8418,17.2231,17.8435,20.016,21.1516,23.8485,25.8203,21.412188,13.63,14.0263,14.4625,14.9459,15.4857,16.0941,16.7874,17.5876,19.772,21.812,23.5521,25.1489,26.6635,28.1257,29.5523
1,56.5,-2.313321723,15.46997718,0.074236235,2.617518,13.707,13.8926,14.1953,14.7541,15.47,16.3155,16.8378,17.2248,17.857,20.0599,21.2115,23.9462,25.9457,21.428382,13.6163,14.0107,14.4456,14.9288,15.47,16.0822,16.7827,17.5958,19.8125,21.8812,23.6457,25.265,26.8007,28.2834,29.7301
1,57.5,-2.391381273,15.45545692,0.074643374,2.653613,13.6934,13.8781,14.1798,14.7379,15.4555,16.3072,16.8358,17.2288,17.8734,20.1067,21.2741,24.0466,26.0736,21.448024,13.6032,13.9958,14.4296,14.9127,15.4555,16.0716,16.7799,17.6067,19.8559,21.953,23.7419,25.3835,26.9404,28.4436,29.9102
1,58.5,-2.468032491,15.44213961,0.075072264,2.689583,13.6804,13.8643,14.165,14.7227,15.4421,16.3004,16.8356,17.2349,17.8925,20.1561,21.3394,24.1494,26.204,21.47102,13.5906,13.9815,14.4144,14.8976,15.4421,16.0625,16.779,17.62,19.9019,22.0275,23.8407,25.5044,27.0825,28.606,30.0925
1,59.5,-2.542781541,15.43003207,0.075522104,2.725426,13.6679,13.8511,14.151,14.7084,15.43,16.2952,16.8373,17.2432,17.9144,20.2082,21.4072,24.2547,26.3366,21.497279,13.5785,13.968,14.4001,14.8836,15.43,16.0549,16.7798,17.6358,19.9506,22.1045,23.9418,25.6278,27.2269,28.7707,30.2769
1,60.5,-2.61516595,15.41914163,0.07599225,2.761143,13.656,13.8385,14.1378,14.695,15.4191,16.2915,16.8408,17.2534,17.9389,20.2628,21.4775,24.3623,26.4715,21.52671,13.567,13.9551,14.3866,14.8706,15.4191,16.0487,16.7824,17.6539,20.0018,22.1839,24.0453,25.7534,27.3734,28.9375,30.4635
1,61.5,-2.684789516,15.40947356,0.076482128,2.796733,13.6446,13.8266,14.1253,14.6827,15.4095,16.2893,16.846,17.2657,17.966,20.3198,21.5502,24.4722,26.6086,21.559226,13.556,13.9429,14.374,14.8586,15.4095,16.044,16.7868,17.6744,20.0555,22.2657,24.1511,25.8812,27.5221,29.1064,30.652
1,62.5,-2.751316949,15.40103139,0.076991232,2.832197,13.6338,13.8154,14.1136,14.6713,15.401,16.2887,16.853,17.28,17.9956,20.3793,21.6252,24.5843,26.7478,21.594738,13.5454,13.9314,14.3622,14.8477,15.401,16.0406,16.7928,17.6971,20.1116,22.3499,24.2592,26.0112,27.6729,29.2772,30.8425
1,63.5,-2.81445945,15.39381785,0.077519149,2.867534,13.6235,13.8047,14.1027,14.6609,15.3938,16.2895,16.8617,17.2962,18.0276,20.441,21.7025,24.6985,26.889,21.633163,13.5354,13.9206,14.3514,14.8378,15.3938,16.0387,16.8006,17.7221,20.17,22.4362,24.3693,26.1432,27.8257,29.45,31.0348
1,64.5,-2.87402476,15.38783094,0.07806539,2.902745,13.6138,13.7947,14.0925,14.6515,15.3878,16.2919,16.8722,17.3144,18.062,20.505,21.782,24.8148,27.0322,21.674417,13.5258,13.9105,14.3413,14.829,15.3878,16.0383,16.8101,17.7491,20.2307,22.5247,24.4816,26.2772,27.9804,29.6246,31.2289
1,65.5,-2.92984048,15.38306945,0.078629592,2.93783,13.6046,13.7853,14.0831,14.6431,15.3831,16.2958,16.8843,17.3344,18.0987,20.5712,21.8637,24.9331,27.1773,21.71842,13.5167,13.901,14.3322,14.8212,15.3831,16.0392,16.8212,17.7783,20.2935,22.6153,24.5958,26.4132,28.1369,29.8011,31.4247
1,66.5,-2.981796828,15.37952958,0.079211369,2.972788,13.5958,13.7765,14.0744,14.6357,15.3795,16.3011,16.8981,17.3562,18.1376,20.6395,21.9474,25.0533,27.3242,21.765093,13.5081,13.8922,14.3239,14.8144,15.3795,16.0416,16.834,17.8094,20.3586,22.708,24.712,26.551,28.2952,29.9792,31.6222
1,67.5,-3.029831343,15.37720582,0.079810334,3.00762,13.5876,13.7682,14.0664,14.6292,15.3772,16.3079,16.9135,17.3798,18.1786,20.7099,22.0331,25.1754,27.4729,21.81436,13.4999,13.8841,14.3164,14.8087,15.3772,16.0453,16.8483,17.8426,20.4256,22.8026,24.8301,26.6907,28.4553,30.159,31.8212
1,68.5,-3.073924224,15.37609107,0.080426086,3.042326,13.58,13.7606,14.0592,14.6237,15.3761,16.3162,16.9305,17.4051,18.2218,20.7823,22.1207,25.2993,27.6233,21.866146,13.4923,13.8766,14.3098,14.804,15.3761,16.0505,16.8643,17.8777,20.4947,22.8991,24.95,26.832,28.6171,30.3404,32.0218
1,69.5,-3.114093476,15.37617677,0.081058206,3.076905,13.5728,13.7536,14.0527,14.6191,15.3762,16.3259,16.9491,17.4322,18.267,20.8566,22.2102,25.4249,27.7753,21.920378,13.485,13.8697,14.304,14.8004,15.3762,16.057,16.8818,17.9147,20.5657,22.9974,25.0717,26.9751,28.7804,30.5233,32.2238
1,70.5,-3.15039004,15.37745304,0.081706249,3.111358,13.5661,13.7472,14.047,14.6155,15.3775,16.337,16.9693,17.4609,18.3142,20.9327,22.3015,25.5523,27.929,21.976986,13.4783,13.8636,14.2991,14.7977,15.3775,16.0649,16.9009,17.9535,20.6387,23.0976,25.1951,27.1198,28.9453,30.7078,32.4273
1,71.5,-3.182893018,15.37990886,0.082369741,3.145684,13.56,13.7414,14.042,14.6129,15.3799,16.3496,16.991,17.4913,18.3633,21.0107,22.3946,25.6812,28.0841,22.035901,13.472,13.858,14.295,14.7961,15.3799,16.0741,16.9215,17.9941,20.7134,23.1995,25.3201,27.266,29.1117,30.8936,32.6321
1,72.5,-3.21170511,15.38353217,0.083048178,3.179884,13.5544,13.7362,14.0377,14.6112,15.3835,16.3635,17.0142,17.5234,18.4142,21.0905,22.4894,25.8117,28.2408,22.097055,13.4662,13.8532,14.2917,14.7954,15.3835,16.0846,16.9436,18.0365,20.7899,23.303,25.4467,27.4138,29.2795,31.0808,32.8382
1,73.5,-3.23694834,15.38831005,0.083741021,3.213958,13.5492,13.7316,14.0342,14.6104,15.3883,16.3787,17.0389,17.557,18.467,21.1719,22.5858,25.9438,28.3989,22.160382,13.4609,13.8489,14.2893,14.7958,15.3883,16.0965,16.9672,18.0805,20.8681,23.4082,25.5748,27.563,29.4487,31.2693,33.0455
1,74.5,-3.25876011,15.39422883,0.0844477,3.247905,13.5447,13.7276,14.0313,14.6106,15.3942,16.3954,17.065,17.5921,18.5215,21.255,22.6839,26.0773,28.5583,22.225818,13.4561,13.8454,14.2876,14.7971,15.3942,16.1097,16.9923,18.1262,20.948,23.5149,25.7044,27.7136,29.6192,31.459,33.254
1,75.5,-3.277281546,15.40127496,0.085167651,3.281726,13.5406,13.7242,14.0292,14.6116,15.4013,16.4133,17.0927,17.6288,18.5777,21.3397,22.7835,26.2122,28.719,22.2933,13.4517,13.8424,14.2868,14.7994,15.4013,16.1241,17.0187,18.1736,21.0295,23.6231,25.8354,27.8655,29.791,31.65,33.4637
1,76.5,-3.292683774,15.40943252,0.085900184,3.31542,13.5371,13.7215,14.0278,14.6136,15.4094,16.4326,17.1217,17.667,18.6356,21.426,22.8845,26.3485,28.8811,22.362766,13.4479,13.8401,14.2868,14.8027,15.4094,16.1398,17.0466,18.2225,21.1126,23.7328,25.9678,28.0188,29.964,31.8421,33.6744
1,77.5,-3.305124073,15.41868691,0.086644667,3.348988,13.5341,13.7193,14.0271,14.6165,15.4187,16.4531,17.1521,17.7066,18.6951,21.5137,22.987,26.486,29.0443,22.434155,13.4446,13.8385,14.2875,14.8069,15.4187,16.1567,17.0758,18.2729,21.1972,23.8439,26.1016,28.1733,30.1382,32.0353,33.8862
1,78.5,-3.314768951,15.42902273,0.087400421,3.38243,13.5317,13.7177,14.0272,14.6202,15.429,16.475,17.1838,17.7476,18.7562,21.6029,23.0909,26.6249,29.2087,22.507407,13.4417,13.8375,14.2891,14.812,15.429,16.1749,17.1064,18.3248,21.2832,23.9563,26.2366,28.329,30.3135,32.2295,34.0989
1,79.5,-3.321785992,15.44042439,0.088166744,3.415745,13.5298,13.7167,14.0279,14.6248,15.4404,16.498,17.2169,17.79,18.8187,21.6935,23.1962,26.7649,29.3742,22.582465,13.4394,13.8372,14.2915,14.8181,15.4404,16.1942,17.1383,18.3782,21.3706,24.0701,26.3728,28.4858,30.4899,32.4248,34.3126
1,80.5,-3.326345795,15.45287581,0.088942897,3.448934,13.5285,13.7164,14.0294,14.6303,15.4529,16.5223,17.2513,17.8338,18.8827,21.7854,23.3027,26.9061,29.5407,22.65927,13.4376,13.8375,14.2946,14.8251,15.4529,16.2147,17.1714,18.433,21.4594,24.1851,26.5102,28.6437,30.6673,32.621,34.5271
1,81.5,-3.328602731,15.46636218,0.089728202,3.481997,13.5277,13.7166,14.0315,14.6367,15.4664,16.5478,17.2869,17.8789,18.9481,21.8787,23.4105,27.0485,29.7083,22.737764,13.4364,13.8385,14.2985,14.833,15.4664,16.2364,17.2059,18.4892,21.5495,24.3014,26.6487,28.8027,30.8457,32.8181,34.7425
1,82.5,-3.328725277,15.48086704,0.090521875,3.514933,13.5275,13.7175,14.0344,14.6439,15.4809,16.5744,17.3238,17.9253,19.0149,21.9732,23.5195,27.1919,29.8769,22.817893,13.4357,13.8401,14.3032,14.8418,15.4809,16.2592,17.2416,18.5467,21.6409,24.4188,26.7884,28.9627,31.025,33.0161,34.9587
1,83.5,-3.32687018,15.49637465,0.091323162,3.547743,13.5278,13.719,14.0379,14.6519,15.4964,16.6022,17.3619,17.973,19.083,22.0689,23.6296,27.3363,30.0463,22.899601,13.4355,13.8424,14.3086,14.8514,15.4964,16.2832,17.2785,18.6054,21.7335,24.5373,26.929,29.1237,31.2052,33.2149,35.1756
1,84.5,-3.323188896,15.51286936,0.092131305,3.580426,13.5287,13.7211,14.0422,14.6608,15.5129,16.6311,17.4012,18.0218,19.1524,22.1657,23.7409,27.4817,30.2167,22.982833,13.4359,13.8453,14.3148,14.862,15.5129,16.3082,17.3166,18.6655,21.8273,24.6569,27.0706,29.2855,31.3863,33.4144,35.3932
1,85.5,-3.317827016,15.53033563,0.092945544,3.612983,13.5302,13.7239,14.0471,14.6705,15.5303,16.6611,17.4417,18.0719,19.2229,22.2637,23.8532,27.628,30.3879,23.067535,13.4368,13.8489,14.3218,14.8734,15.5303,16.3343,17.3558,18.7267,21.9222,24.7776,27.2132,29.4482,31.5681,33.6147,35.6114
1,86.5,-3.310923871,15.54875807,0.093765118,3.645413,13.5323,13.7272,14.0528,14.6811,15.5488,16.6923,17.4833,18.1231,19.2947,22.3628,23.9665,27.7752,30.5599,23.153654,13.4383,13.8531,14.3295,14.8857,15.5488,16.3615,17.3962,18.7891,22.0182,24.8992,27.3567,29.6118,31.7507,33.8156,35.8303
1,87.5,-3.302612272,15.56812143,0.09458927,3.677718,13.535,13.7312,14.0591,14.6924,15.5681,16.7244,17.526,18.1755,19.3676,22.4629,24.0808,27.9233,30.7326,23.241138,13.4403,13.858,14.338,14.8988,15.5681,16.3896,17.4376,18.8527,22.1152,25.0218,27.5011,29.7761,31.9339,34.0172,36.0498
1,88.5,-3.293018361,15.58841065,0.095417247,3.709895,13.5383,13.7359,14.0661,14.7046,15.5884,16.7576,17.5698,18.2289,19.4416,22.5639,24.196,28.0721,30.906,23.329934,13.4429,13.8635,14.3472,14.9127,15.5884,16.4188,17.4802,18.9173,22.2133,25.1452,27.6462,29.9412,32.1179,34.2194,36.2697
1,89.5,-3.282260813,15.60961101,0.096248301,3.741947,13.5421,13.7411,14.0739,14.7175,15.6096,16.7919,17.6146,18.2834,19.5167,22.666,24.3122,28.2217,31.0801,23.419991,13.4461,13.8697,14.3571,14.9275,15.6096,16.449,17.5238,18.983,22.3123,25.2696,27.7922,30.1069,32.3025,34.4221,36.4901
1,90.5,-3.270454609,15.63170735,0.097081694,3.773872,13.5466,13.747,14.0823,14.7312,15.6317,16.8271,17.6605,18.339,19.5927,22.7689,24.4291,28.3721,31.2549,23.511258,13.4499,13.8766,14.3678,14.9431,15.6317,16.4802,17.5684,19.0498,22.4122,25.3947,27.9388,30.2733,32.4876,34.6253,36.711
1,91.5,-3.257703616,15.65468563,0.097916698,3.80567,13.5516,13.7536,14.0914,14.7457,15.6547,16.8633,17.7074,18.3955,19.6697,22.8727,24.5469,28.5231,31.4301,23.603686,13.4543,13.8841,14.3792,14.9595,15.6547,16.5123,17.614,19.1175,22.513,25.5206,28.0862,30.4404,32.6733,34.829,36.9323
1,92.5,-3.244108214,15.67853139,0.098752593,3.837343,13.5573,13.7607,14.1012,14.761,15.6785,16.9004,17.7552,18.4531,19.7477,22.9773,24.6654,28.6747,31.606,23.697224,13.4592,13.8923,14.3913,14.9767,15.6785,16.5453,17.6606,19.1862,22.6146,25.6472,28.2342,30.608,32.8594,35.0331,37.1539
1,93.5,-3.229761713,15.70323052,0.099588675,3.868888,13.5636,13.7685,14.1116,14.777,15.7032,16.9384,17.804,18.5115,19.8265,23.0827,24.7847,28.8269,31.7823,23.791824,13.4648,13.9011,14.4042,14.9946,15.7032,16.5793,17.7082,19.2558,22.717,25.7746,28.3827,30.7761,33.0461,35.2376,37.3758
1,94.5,-3.214751287,15.72876911,0.100424251,3.900308,13.5704,13.777,14.1228,14.7938,15.7288,16.9774,17.8537,18.5709,19.9062,23.1888,24.9046,28.9797,31.9591,23.887436,13.4709,13.9105,14.4178,15.0134,15.7288,16.6141,17.7566,19.3262,22.8201,25.9026,28.5319,30.9447,33.2331,35.4424,37.598
1,95.5,-3.199158184,15.75513347,0.101258643,3.931601,13.5779,13.786,14.1346,14.8114,15.7551,17.0173,17.9043,18.6311,19.9867,23.2956,25.0252,29.1329,32.1362,23.984014,13.4777,13.9207,14.432,15.0329,15.7551,16.6498,17.806,19.3976,22.924,26.0312,28.6816,31.1137,33.4205,35.6476,37.8204
1,96.5,-3.18305795,15.78231007,0.102091189,3.962768,13.586,13.7957,14.1471,14.8296,15.7823,17.058,17.9558,18.6923,20.0679,23.4031,25.1464,29.2867,32.3138,24.08151,13.485,13.9314,14.447,15.0532,15.7823,16.6864,17.8562,19.4697,23.0285,26.1603,28.8318,31.2832,33.6082,35.853,38.0431
1,97.5,-3.166520664,15.8102856,0.102921245,3.993808,13.5948,13.8061,14.1603,14.8487,15.8103,17.0995,18.0081,18.7542,20.1499,23.5112,25.2682,29.4409,32.4917,24.179878,13.493,13.9429,14.4627,15.0742,15.8103,16.7238,17.9073,19.5426,23.1337,26.29,28.9824,31.453,33.7963,36.0586,38.2658
1,98.5,-3.1496103,15.83904708,0.103748189,4.024722,13.6041,13.8171,14.1742,14.8684,15.839,17.1419,18.0612,18.8169,20.2326,23.6199,25.3904,29.5955,32.6699,24.279071,13.5015,13.955,14.4791,15.096,15.839,16.762,17.9592,19.6162,23.2394,26.4202,29.1334,31.6231,33.9846,36.2644,38.4887
1,99.5,-3.132389637,15.86858123,0.104571386,4.055509,13.6141,13.8287,14.1887,14.8889,15.8686,17.1851,18.1151,18.8804,20.3159,23.7291,25.5132,29.7504,32.8483,24.379044,13.5107,13.9677,14.4962,15.1185,15.8686,16.8011,18.0119,19.6906,23.3457,26.5508,29.2848,31.7936,34.1731,36.4703,38.7117
1,100.5,-3.114911153,15.89887562,0.105390269,4.08617,13.6247,13.841,14.2039,14.9101,15.8989,17.2291,18.1698,18.9446,20.3998,23.8388,25.6364,29.9056,33.027,24.479753,13.5205,13.9811,14.514,15.1418,15.8989,16.8409,18.0653,19.7656,23.4526,26.6819,29.4366,31.9643,34.3618,36.6764,38.9347
1,101.5,-3.097226399,15.92991765,0.106204258,4.116705,13.6359,13.8539,14.2197,14.9319,15.9299,17.2738,18.2253,19.0095,20.4843,23.949,25.7601,30.0612,33.2059,24.581152,13.5309,13.9951,14.5324,15.1657,15.9299,16.8814,18.1195,19.8413,23.5599,26.8134,29.5886,32.1352,34.5506,36.8825,39.1577
1,102.5,-3.079383079,15.96169481,0.107012788,4.147113,13.6477,13.8675,14.2362,14.9545,15.9617,17.3193,18.2814,19.0751,20.5693,24.0596,25.8841,30.217,33.3849,24.683199,13.5419,14.0098,14.5515,15.1904,15.9617,16.9228,18.1745,19.9176,23.6676,26.9451,29.7409,32.3063,34.7395,37.0887,39.3807
1,103.5,-3.061423765,15.99419489,0.107815327,4.177395,13.6602,13.8817,14.2534,14.9778,15.9942,17.3655,18.3383,19.1414,20.6549,24.1707,26.0084,30.3729,33.564,24.78585,13.5536,14.0251,14.5713,15.2157,15.9942,16.9648,18.2301,19.9945,23.7758,27.0772,29.8934,32.4775,34.9285,37.2949,39.6036
1,104.5,-3.043386071,16.02740607,0.108611374,4.207551,13.6733,13.8965,14.2712,15.0018,16.0274,17.4124,18.3958,19.2083,20.7409,24.282,26.1331,30.5291,33.7432,24.889063,13.5658,14.0411,14.5918,15.2418,16.0274,17.0076,18.2864,20.0719,23.8844,27.2096,30.0461,32.6489,35.1176,37.501,39.8263
1,105.5,-3.025310003,16.0613159,0.109400388,4.23758,13.687,13.9119,14.2897,15.0264,16.0613,17.46,18.454,19.2757,20.8273,24.3938,26.258,30.6854,33.9224,24.992797,13.5787,14.0577,14.613,15.2685,16.0613,17.051,18.3434,20.1498,23.9932,27.3422,30.1989,32.8203,35.3066,37.7071,40.049
1,106.5,-3.007225737,16.09591292,0.110181915,4.267483,13.7013,13.928,14.3088,15.0517,16.0959,17.5083,18.5128,19.3438,20.9142,24.5058,26.3832,30.8418,34.1017,25.09701,13.5922,14.075,14.6347,15.296,16.0959,17.0952,18.401,20.2282,24.1024,27.475,30.3519,32.9918,35.4957,37.913,40.2715
1,107.5,-2.989164598,16.13118532,0.110955478,4.297259,13.7162,13.9448,14.3286,15.0777,16.1312,17.5573,18.5722,19.4124,21.0014,24.618,26.5085,30.9983,34.2809,25.201662,13.6063,14.0929,14.6572,15.3241,16.1312,17.14,18.4592,20.3071,24.2119,27.608,30.505,33.1633,35.6846,38.1188,40.4938
1,108.5,-2.971148225,16.16712234,0.111720691,4.326909,13.7318,13.9621,14.349,15.1043,16.1671,17.6068,18.6322,19.4815,21.0889,24.7305,26.6341,31.1548,34.4601,25.306713,13.621,14.1114,14.6803,15.3528,16.1671,17.1854,18.518,20.3864,24.3216,27.7412,30.6581,33.3347,35.8735,38.3245,40.7158
1,109.5,-2.953208047,16.20371168,0.112477059,4.356433,13.748,13.9801,14.3701,15.1316,16.2037,17.657,18.6928,19.5511,21.1768,24.8432,26.7598,31.3113,34.6392,25.412124,13.6364,14.1305,14.704,15.3822,16.2037,17.2315,18.5774,20.4661,24.4315,27.8744,30.8112,33.5061,36.0622,38.5299,40.9376
1,110.5,-2.935363951,16.24094239,0.1132242,4.38583,13.7648,13.9987,14.3918,15.1595,16.2409,17.7078,18.7539,19.6212,21.2649,24.9561,26.8855,31.4678,34.8181,25.517857,13.6523,14.1503,14.7284,15.4123,16.2409,17.2782,18.6373,20.5461,24.5415,28.0077,30.9644,33.6774,36.2507,38.7351,41.159
1,111.5,-2.917635157,16.27880346,0.113961734,4.415101,13.7823,14.0179,14.4141,15.1881,16.2788,17.7592,18.8155,19.6917,21.3532,25.0691,27.0114,31.6243,34.9969,25.623874,13.6689,14.1707,14.7535,15.4429,16.2788,17.3255,18.6978,20.6265,24.6518,28.141,31.1174,33.8486,36.4391,38.9401,41.3801
1,112.5,-2.900039803,16.31728385,0.114689291,4.444245,13.8003,14.0378,14.437,15.2173,16.3173,17.8111,18.8777,19.7627,21.4418,25.1822,27.1373,31.7806,35.1755,25.730138,13.6861,14.1918,14.7791,15.4743,16.3173,17.3734,18.7588,20.7072,24.7621,28.2744,31.2704,34.0197,36.6272,39.1447,41.6009
